id,produce_type,name,method,drying_temperature_C,typical_drying_time_min
2689,Fruit,Dragon Fruit,Microwave,65.6,24
2690,Vegetable,Green Peas,Sun,35.4,715
2691,Fruit,Dragon Fruit,Sun,49.7,779
2692,Fruit,Mango,Hot-Air,66.9,318
2693,Vegetable,Broccoli,Vacuum,67.3,359
2694,Vegetable,Drumstick,Vacuum,31.4,282
2695,Fruit,Strawberry,Hot-Air,70.0,407
2696,Vegetable,Garlic,Solar,46.2,781
2697,Fruit,Apple,Freeze-Drying,-38.6,709
2698,Fruit,Banana,Solar,54.0,613
2699,Vegetable,Green Peas,Vacuum,65.7,537
2700,Fruit,Peach,Freeze-Drying,25.2,884
2701,Fruit,Blueberry,Solar,57.4,954
2702,Vegetable,Cauliflower,Hot-Air,58.0,344
2703,Vegetable,Radish,Solar,59.3,626
2704,Vegetable,Carrot,Freeze-Drying,-4.3,1273
2705,Vegetable,Broccoli,Freeze-Drying,-8.8,1575
2706,Vegetable,Chili Pepper,Hot-Air,67.7,178
2707,Vegetable,Cucumber,Microwave,75.9,20
2708,Vegetable,Mushroom,Hot-Air,50.7,429
2709,Fruit,Papaya,Sun,31.2,1070
2710,Vegetable,Mint Leaves,Freeze-Drying,-31.2,1678
2711,Fruit,Peach,Microwave,66.5,28
2712,Vegetable,Beetroot,Sun,43.4,756
2713,Vegetable,Ginger,Vacuum,37.3,307
2714,Fruit,Papaya,Freeze-Drying,-14.7,1699
2715,Fruit,Banana,Microwave,54.6,51
2716,Fruit,Apple,Vacuum,34.3,737
2717,Fruit,Pomegranate,Vacuum,65.7,605
2718,Vegetable,Onion,Sun,54.5,707
2719,Fruit,Blueberry,Freeze-Drying,-38.8,1635
2720,Fruit,Papaya,Solar,54.9,907
2721,Vegetable,Beetroot,Freeze-Drying,-15.4,1658
2722,Fruit,Lychee,Freeze-Drying,0.9,1681
2723,Vegetable,Radish,Freeze-Drying,5.1,1277
2724,Fruit,Peach,Freeze-Drying,18.6,1804
2725,Vegetable,Bitter Gourd,Solar,39.5,608
2726,Vegetable,Eggplant,Sun,38.8,1034
2727,Fruit,Jackfruit,Vacuum,43.9,490
2728,Fruit,Peach,Sun,39.2,1312
2729,Vegetable,Potato,Sun,50.3,714
2730,Fruit,Strawberry,Vacuum,42.8,347
2731,Vegetable,Tomato,Hot-Air,54.9,178
2732,Vegetable,Cucumber,Hot-Air,74.9,363
2733,Vegetable,Eggplant,Freeze-Drying,14.3,1044
2734,Fruit,Strawberry,Sun,47.0,1060
2735,Vegetable,Onion,Solar,41.1,1003
2736,Fruit,Apricot,Microwave,64.3,84
2737,Vegetable,Cauliflower,Vacuum,33.2,745
2738,Fruit,Fig,Freeze-Drying,-11.6,1000
2739,Vegetable,Cucumber,Solar,37.6,904
2740,Vegetable,Pumpkin,Microwave,79.7,50
2741,Vegetable,Bitter Gourd,Microwave,66.9,24
2742,Fruit,Strawberry,Sun,42.3,711
2743,Vegetable,Garlic,Solar,50.4,988
2744,Vegetable,Beetroot,Hot-Air,42.0,560
2745,Fruit,Apricot,Microwave,69.0,80
2746,Fruit,Plum,Hot-Air,63.4,535
2747,Fruit,Jackfruit,Sun,41.8,1017
2748,Vegetable,Broccoli,Solar,52.2,753
2749,Fruit,Pomegranate,Vacuum,36.1,569
2750,Vegetable,Carrot,Sun,50.0,1362
2751,Vegetable,Bell Pepper,Hot-Air,85.6,564
2752,Vegetable,Okra,Freeze-Drying,24.0,1486
2753,Fruit,Lychee,Vacuum,49.0,451
2754,Fruit,Apple,Solar,59.7,931
2755,Fruit,Cherry,Vacuum,61.2,734
2756,Fruit,Papaya,Freeze-Drying,3.2,687
2757,Fruit,Blueberry,Vacuum,38.9,328
2758,Vegetable,Cauliflower,Microwave,66.7,67
2759,Vegetable,Bell Pepper,Freeze-Drying,5.3,1175
2760,Fruit,Jackfruit,Hot-Air,69.1,382
2761,Vegetable,Garlic,Freeze-Drying,4.3,1820
2762,Vegetable,Coriander Leaves,Microwave,67.7,34
2763,Vegetable,Green Peas,Solar,61.6,515
2764,Vegetable,Carrot,Microwave,71.6,16
2765,Fruit,Pomegranate,Freeze-Drying,-20.7,1748
2766,Fruit,Mango,Vacuum,42.1,549
2767,Vegetable,Mint Leaves,Freeze-Drying,29.2,1713
2768,Vegetable,Tomato,Vacuum,36.7,252
2769,Vegetable,Beetroot,Solar,53.6,838
2770,Vegetable,Cauliflower,Freeze-Drying,-6.8,1403
2771,Vegetable,Ginger,Sun,30.9,1050
2772,Vegetable,Cauliflower,Freeze-Drying,-14.2,835
2773,Vegetable,Broccoli,Freeze-Drying,27.0,648
2774,Fruit,Peach,Sun,46.1,934
2775,Vegetable,Tomato,Sun,41.5,1375
2776,Fruit,Guava,Solar,53.7,526
2777,Vegetable,Beetroot,Solar,56.5,658
2778,Vegetable,Onion,Vacuum,68.1,633
2779,Vegetable,Cauliflower,Hot-Air,84.4,569
2780,Vegetable,Carrot,Vacuum,63.4,420
2781,Fruit,Custard Apple,Hot-Air,52.9,402
2782,Fruit,Pear,Solar,42.7,644
2783,Fruit,Custard Apple,Sun,32.0,1401
2784,Vegetable,Radish,Hot-Air,45.8,354
2785,Fruit,Blueberry,Solar,43.7,767
2786,Vegetable,Drumstick,Microwave,63.6,15
2787,Vegetable,Coriander Leaves,Microwave,57.7,43
2788,Fruit,Watermelon,Freeze-Drying,-23.8,1626
2789,Vegetable,Ginger,Microwave,74.9,10
2790,Fruit,Peach,Microwave,72.8,26
2791,Vegetable,Cauliflower,Solar,53.8,1139
2792,Vegetable,Garlic,Microwave,69.1,39
2793,Vegetable,Onion,Freeze-Drying,-11.6,679
2794,Fruit,Orange,Hot-Air,89.9,413
2795,Fruit,Papaya,Sun,41.6,1015
2796,Fruit,Grapes,Vacuum,61.0,210
2797,Vegetable,Cabbage,Solar,57.3,751
2798,Fruit,Pineapple,Vacuum,56.0,419
2799,Fruit,Banana,Hot-Air,77.5,500
2800,Vegetable,Onion,Solar,36.7,488
2801,Fruit,Papaya,Freeze-Drying,-17.7,1515
2802,Vegetable,Green Peas,Microwave,70.1,30
2803,Vegetable,Mint Leaves,Hot-Air,74.0,372
2804,Vegetable,Cauliflower,Microwave,72.6,49
2805,Vegetable,Green Peas,Solar,38.5,1027
2806,Vegetable,Cucumber,Solar,41.9,873
2807,Fruit,Custard Apple,Vacuum,48.3,417
2808,Fruit,Mango,Hot-Air,51.9,351
2809,Fruit,Apple,Hot-Air,81.5,473
2810,Fruit,Jackfruit,Sun,33.6,699
2811,Vegetable,Green Peas,Microwave,59.4,66
2812,Vegetable,Drumstick,Hot-Air,62.5,262
2813,Vegetable,Tomato,Solar,57.6,1162
2814,Vegetable,Carrot,Freeze-Drying,7.6,1862
2815,Fruit,Papaya,Solar,36.2,1008
2816,Vegetable,Broccoli,Freeze-Drying,10.9,1772
2817,Fruit,Grapes,Microwave,59.0,11
2818,Fruit,Lemon,Microwave,66.3,29
2819,Fruit,Apple,Solar,57.7,527
2820,Vegetable,Bell Pepper,Sun,30.5,977
2821,Vegetable,Radish,Vacuum,43.2,245
2822,Fruit,Cherry,Sun,54.8,1205
2823,Vegetable,Green Peas,Sun,47.6,989
2824,Fruit,Sapota,Freeze-Drying,-29.5,1658
2825,Vegetable,Bell Pepper,Vacuum,61.4,450
2826,Vegetable,Broccoli,Hot-Air,70.6,449
2827,Vegetable,Cucumber,Freeze-Drying,-23.8,1818
2828,Fruit,Dragon Fruit,Microwave,57.9,59
2829,Fruit,Peach,Freeze-Drying,-15.9,1450
2830,Fruit,Kiwi,Hot-Air,62.3,303
2831,Vegetable,Spinach,Vacuum,47.3,479
2832,Vegetable,Carrot,Microwave,64.6,33
2833,Vegetable,Tomato,Microwave,65.0,25
2834,Fruit,Fig,Vacuum,44.6,679
2835,Vegetable,Bitter Gourd,Hot-Air,78.1,328
2836,Vegetable,Ginger,Vacuum,68.4,359
2837,Fruit,Grapes,Sun,53.6,1015
2838,Vegetable,Onion,Solar,41.1,1067
2839,Vegetable,Onion,Freeze-Drying,16.6,1091
2840,Fruit,Blueberry,Sun,30.7,946
2841,Vegetable,Okra,Freeze-Drying,-37.3,1393
2842,Vegetable,Okra,Solar,50.8,594
2843,Vegetable,Green Peas,Microwave,58.6,78
2844,Fruit,Plum,Vacuum,35.8,754
2845,Vegetable,Drumstick,Solar,39.0,805
2846,Vegetable,Broccoli,Vacuum,59.2,663
2847,Vegetable,Mint Leaves,Sun,44.6,1215
2848,Fruit,Blueberry,Freeze-Drying,11.2,1669
2849,Fruit,Sapota,Hot-Air,76.5,485
2850,Vegetable,Beetroot,Microwave,78.7,61
2851,Vegetable,Tomato,Microwave,55.4,83
2852,Fruit,Kiwi,Sun,46.4,982
2853,Fruit,Cherry,Sun,36.3,1041
2854,Fruit,Blueberry,Freeze-Drying,-16.3,779
2855,Fruit,Plum,Solar,40.1,785
2856,Fruit,Banana,Freeze-Drying,-26.7,1557
2857,Fruit,Lemon,Microwave,64.8,38
2858,Fruit,Blueberry,Freeze-Drying,14.6,1853
2859,Fruit,Cherry,Microwave,69.0,24
2860,Vegetable,Cucumber,Freeze-Drying,17.4,1986
2861,Vegetable,Ginger,Sun,30.0,1409
2862,Fruit,Strawberry,Freeze-Drying,-28.0,1274
2863,Vegetable,Mint Leaves,Vacuum,69.6,663
2864,Fruit,Peach,Freeze-Drying,15.1,1819
2865,Vegetable,Green Peas,Solar,59.0,619
2866,Fruit,Orange,Vacuum,37.1,284
2867,Fruit,Apricot,Microwave,75.9,48
2868,Vegetable,Cauliflower,Hot-Air,86.8,509
2869,Vegetable,Cauliflower,Vacuum,33.6,722
2870,Fruit,Grapes,Hot-Air,44.3,429
2871,Fruit,Cherry,Hot-Air,83.1,344
2872,Vegetable,Garlic,Freeze-Drying,-38.6,1610
2873,Fruit,Blueberry,Solar,43.0,554
2874,Fruit,Lychee,Hot-Air,85.5,561
2875,Fruit,Dragon Fruit,Vacuum,33.8,473
2876,Vegetable,Bitter Gourd,Solar,62.0,1045
2877,Vegetable,Spinach,Microwave,58.4,87
2878,Fruit,Peach,Sun,33.6,796
2879,Vegetable,Drumstick,Hot-Air,77.6,390
2880,Fruit,Mango,Microwave,55.5,46
2881,Vegetable,Broccoli,Freeze-Drying,-3.5,748
2882,Fruit,Banana,Hot-Air,50.8,176
2883,Vegetable,Spinach,Solar,58.4,960
2884,Fruit,Papaya,Solar,35.4,1061
2885,Vegetable,Bell Pepper,Solar,60.4,584
2886,Vegetable,Onion,Freeze-Drying,-13.3,1323
2887,Fruit,Kiwi,Solar,38.4,1035
2888,Fruit,Sapota,Hot-Air,86.2,196
2889,Vegetable,Green Peas,Sun,36.8,711
2890,Fruit,Guava,Sun,37.9,899
2891,Fruit,Pear,Solar,49.2,1116
2892,Vegetable,Beetroot,Vacuum,48.7,409
2893,Vegetable,Potato,Hot-Air,66.4,538
2894,Fruit,Strawberry,Vacuum,65.9,298
2895,Vegetable,Green Peas,Vacuum,37.6,681
2896,Fruit,Watermelon,Freeze-Drying,-32.2,1206
2897,Fruit,Blueberry,Vacuum,41.7,773
2898,Fruit,Strawberry,Sun,34.1,1076
2899,Vegetable,Bitter Gourd,Microwave,64.8,78
2900,Vegetable,Bell Pepper,Solar,53.0,636
2901,Vegetable,Beetroot,Vacuum,50.7,360
2902,Fruit,Sapota,Solar,42.8,823
2903,Fruit,Banana,Solar,50.6,918
2904,Vegetable,Okra,Vacuum,41.6,618
2905,Vegetable,Onion,Solar,52.9,988
2906,Vegetable,Ginger,Microwave,75.1,28
2907,Vegetable,Mushroom,Vacuum,30.8,678
2908,Fruit,Mango,Sun,54.5,1068
2909,Vegetable,Potato,Vacuum,53.6,375
2910,Fruit,Lemon,Sun,41.6,877
2911,Vegetable,Ginger,Vacuum,65.8,696
2912,Fruit,Papaya,Sun,43.7,1150
2913,Vegetable,Bell Pepper,Microwave,52.9,83
2914,Vegetable,Cabbage,Freeze-Drying,-1.4,741
2915,Vegetable,Carrot,Hot-Air,55.0,320
2916,Fruit,Cherry,Hot-Air,84.2,511
2917,Vegetable,Spinach,Hot-Air,75.2,351
2918,Fruit,Orange,Vacuum,58.8,506
2919,Fruit,Peach,Microwave,79.1,29
2920,Fruit,Grapes,Solar,48.5,719
2921,Fruit,Pineapple,Solar,44.5,687
2922,Vegetable,Carrot,Vacuum,33.1,685
2923,Fruit,Apricot,Freeze-Drying,15.4,1931
2924,Vegetable,Bell Pepper,Microwave,56.2,39
2925,Vegetable,Broccoli,Microwave,50.7,65
2926,Fruit,Fig,Microwave,67.5,49
2927,Fruit,Pomegranate,Hot-Air,77.8,204
2928,Fruit,Pear,Freeze-Drying,-13.6,988
2929,Vegetable,Ginger,Microwave,59.6,16
2930,Fruit,Papaya,Vacuum,31.5,778
2931,Vegetable,Onion,Sun,52.5,693
2932,Vegetable,Spinach,Hot-Air,77.4,358
2933,Fruit,Strawberry,Vacuum,51.5,789
2934,Vegetable,Spinach,Freeze-Drying,-6.9,976
2935,Vegetable,Ginger,Freeze-Drying,-12.3,1586
2936,Vegetable,Drumstick,Sun,39.0,1306
2937,Vegetable,Tomato,Vacuum,49.4,741
2938,Vegetable,Onion,Hot-Air,84.0,461
2939,Vegetable,Cauliflower,Vacuum,66.9,682
2940,Vegetable,Tomato,Vacuum,54.2,392
2941,Fruit,Pear,Vacuum,50.8,423
2942,Fruit,Strawberry,Freeze-Drying,-23.1,1506
2943,Vegetable,Bell Pepper,Sun,48.0,805
2944,Vegetable,Broccoli,Vacuum,57.7,552
2945,Fruit,Apricot,Vacuum,65.8,549
2946,Fruit,Peach,Sun,54.2,1128
2947,Vegetable,Eggplant,Freeze-Drying,-36.2,1272
2948,Vegetable,Bell Pepper,Sun,31.3,1067
2949,Vegetable,Cucumber,Microwave,64.5,24
2950,Fruit,Strawberry,Vacuum,36.2,673
2951,Fruit,Custard Apple,Hot-Air,86.9,234
2952,Vegetable,Garlic,Sun,30.6,1377
2953,Fruit,Pear,Solar,46.3,917
2954,Vegetable,Ginger,Vacuum,67.9,590
2955,Vegetable,Cabbage,Hot-Air,57.8,407
2956,Fruit,Lychee,Vacuum,58.8,206
2957,Fruit,Custard Apple,Sun,50.7,923
2958,Fruit,Watermelon,Microwave,55.7,12
2959,Vegetable,Potato,Hot-Air,47.6,406
2960,Fruit,Dragon Fruit,Sun,36.9,1238
2961,Vegetable,Okra,Vacuum,63.7,574
2962,Vegetable,Beetroot,Hot-Air,85.2,257
2963,Vegetable,Eggplant,Microwave,66.5,82
2964,Fruit,Pear,Sun,45.3,1273
2965,Vegetable,Cabbage,Freeze-Drying,3.1,1514
2966,Vegetable,Cucumber,Solar,62.5,780
2967,Fruit,Grapes,Vacuum,45.6,499
2968,Fruit,Pineapple,Vacuum,50.6,713
2969,Fruit,Papaya,Sun,36.5,1267
2970,Vegetable,Potato,Hot-Air,78.8,354
2971,Vegetable,Cauliflower,Vacuum,32.0,209
2972,Vegetable,Bell Pepper,Solar,56.6,718
2973,Vegetable,Spinach,Freeze-Drying,-27.6,1823
2974,Vegetable,Green Peas,Microwave,64.9,80
2975,Vegetable,Onion,Solar,39.7,680
2976,Fruit,Pineapple,Vacuum,30.9,351
2977,Fruit,Pear,Vacuum,48.9,760
2978,Fruit,Pear,Solar,46.0,827
2979,Vegetable,Broccoli,Microwave,62.6,40
2980,Fruit,Kiwi,Solar,48.0,782
2981,Vegetable,Green Peas,Freeze-Drying,10.0,822
2982,Fruit,Watermelon,Hot-Air,48.7,203
2983,Vegetable,Bell Pepper,Hot-Air,75.5,546
2984,Fruit,Banana,Freeze-Drying,29.8,1711
2985,Vegetable,Potato,Freeze-Drying,-26.6,1772
2986,Vegetable,Okra,Microwave,69.8,89
2987,Vegetable,Cucumber,Vacuum,43.7,471
2988,Fruit,Pineapple,Sun,54.0,931
2989,Vegetable,Garlic,Microwave,78.4,16
2990,Fruit,Grapes,Sun,43.3,734
2991,Vegetable,Cabbage,Sun,53.6,970
2992,Fruit,Cherry,Solar,59.3,1082
2993,Vegetable,Green Peas,Sun,41.7,1197
2994,Vegetable,Cucumber,Solar,38.7,891
2995,Vegetable,Spinach,Vacuum,33.4,789
2996,Vegetable,Cauliflower,Solar,48.9,640
2997,Vegetable,Carrot,Hot-Air,56.3,145
2998,Fruit,Orange,Sun,32.0,867
2999,Fruit,Orange,Solar,55.1,643
3000,Vegetable,Bell Pepper,Sun,30.2,1294
